doi,target_formula,paragraph_string,synthesis_type,n_precursors,precursor_formulas,precursor_elements,n_operations,temperatures_C,times_h,precursor_count,precursor_diversity,n_steps,max_temperature_C,total_time_h,complexity_index,formula,band_gap,formation_energy_per_atom,energy_above_hull,density,volume
10.1021/jp306936t,LiFePO4,"V-modified LiFePO4 prepared by the solution method <...> ng Li2CO3, FeC2O4·2H2O, NH4H2PO4, and citric acid.",solid-state,4,"['Li2CO3', 'FeC2O4·2H2O', 'NH4VO3', 'NH4H2PO4']","['C', 'Fe', 'H', 'Li', 'N', 'O', 'P', 'V']",2,[],[],4.0,8.0,2.0,,,,LiFePO4,3.922399999999999,-2.4798960147108833,0.0,3.683145802977754,284.49838986332463
10.1021/acs.jpcc.5b09638,NaTaO3,"Strontium-doped NaTaO3 photocatalysts, hereafter r <...> s is possible: NaTaO3 + 8HF → NaF + H2TaF7 + 3H2O.",solid-state,2,"['Ta2O5', 'Na2CO3']","['C', 'Na', 'O', 'Ta']",7,"[1149.85, 899.85]","[10.0, 1.0]",2.0,4.0,7.0,1149.85,11.0,-0.445265489524196,NaTaO3,2.6172,-3.062992296242529,0.0,7.149405594053545,234.06103598567563
10.1021/jp511931y,LaMnO3,"LaMnO3+δ, LaFeO3, and LaCoO3 samples were synthesi <...> meters are provided in the Supporting Information.",solid-state,2,"['Mn2O3', 'La(NO3)3·6H2O']","['H', 'La', 'Mn', 'N', 'O']",20,"[800.0, 1100.0, 400.0, 800.0, 1100.0]","[8.0, 12.0, 10.0, 12.0]",2.0,5.0,20.0,1100.0,42.0,0.6072201513396898,LaMnO3,0.0,-3.009731305586207,0.125533495023809,6.297394529869173,255.08175724819074
10.1021/jp511931y,LaFeO3,"LaMnO3+δ, LaFeO3, and LaCoO3 samples were synthesi <...> meters are provided in the Supporting Information.",solid-state,2,"['Fe2O3', 'La(NO3)3·6H2O']","['Fe', 'H', 'La', 'N', 'O']",20,"[800.0, 1100.0, 400.0, 800.0, 1100.0]","[8.0, 12.0, 10.0, 12.0]",2.0,5.0,20.0,1100.0,42.0,0.6072201513396898,LaFeO3,1.950899999999999,-2.852925804000007,0.0,6.982962229917882,115.45061726760383
10.1021/jp511931y,LaCoO3,"LaMnO3+δ, LaFeO3, and LaCoO3 samples were synthesi <...> meters are provided in the Supporting Information.",solid-state,2,"['Co3O4', 'La(NO3)3·6H2O']","['Co', 'H', 'La', 'N', 'O']",20,"[800.0, 1100.0, 400.0, 800.0, 1100.0]","[8.0, 12.0, 10.0, 12.0]",2.0,5.0,20.0,1100.0,42.0,0.6072201513396898,LaCoO3,0.9497000000000001,-2.599926138,0.0,6.914735764099035,118.07297697836468
10.1021/jp511931y,LaCrO3,"LaMnO3+δ, LaFeO3, and LaCoO3 samples were synthesi <...> meters are provided in the Supporting Information.",solid-state,2,"['Cr(NO3)3·9H2O', 'La(NO3)3·6H2O']","['Cr', 'H', 'La', 'N', 'O']",20,"[800.0, 1100.0, 400.0, 800.0, 1100.0]","[8.0, 12.0, 10.0, 12.0]",2.0,5.0,20.0,1100.0,42.0,0.6072201513396898,LaCrO3,2.3706,-3.1966233445,0.0,6.706217884389386,236.61766314523803
10.1021/jp511931y,LaNiO3,"LaMnO3+δ, LaFeO3, and LaCoO3 samples were synthesi <...> meters are provided in the Supporting Information.",solid-state,2,"['Ni(NO3)3·6H2O', 'La(NO3)3·6H2O']","['H', 'La', 'N', 'Ni', 'O']",20,"[800.0, 1100.0, 400.0, 800.0, 1100.0]","[8.0, 12.0, 10.0, 12.0]",2.0,5.0,20.0,1100.0,42.0,0.6072201513396898,LaNiO3,0.0,-2.472384724499998,0.0,7.242700657180458,225.23285093837262
10.1111/j.1551-2916.2008.02716.x,SrTiO3,The experimental procedure was as follows: at firs <...> mparison with the hydrothermally prepared samples.,solid-state,3,"['SrCO3', 'NH3', 'TiO2']","['C', 'H', 'N', 'O', 'Sr', 'Ti']",10,"[200.0, 90.0]",[24.0],3.0,6.0,10.0,200.0,24.0,-0.35253229262224467,SrTiO3,1.848799999999999,-3.551662291666667,0.0,5.093987781835845,119.62507795144641
10.1002/aenm.201200833,Li3VO4,Li3VO4 was prepared by a solid-state method. Appro <...> as an active electrode material for battery tests.,solid-state,2,"['V2O5', 'Li2CO3']","['C', 'Li', 'O', 'V']",4,[600.0],[5.0],2.0,4.0,4.0,600.0,5.0,-1.0118208991961821,Li3VO4,4.0337,-2.502745246250001,0.0,2.697506855821678,167.1456517911135
10.1007/s10853-006-1169-2,LiVMoO6,"Figure 1 schematically illustrates the methods and <...> ve 2/3 of the samples, were identified as glasses.",solid-state,3,"['V2O5', 'Li2CO3', 'MoO3']","['C', 'Li', 'Mo', 'O', 'V']",2,[700.0],[0.16666666666666666],3.0,5.0,2.0,700.0,0.16666666666666666,-0.7694614600617774,LiVMoO6,2.7403,-2.178402661481482,0.02585855597222,3.757649456431363,110.3972171526096
10.1007/s10853-010-4794-8,Sr2YSbO6,"The deposition of Sr2YSbO6 buffer layers, on MgO ( <...> te reaction method such is described in reference.",solid-state,3,"['Sb2O3', 'SrO', 'Y2O3']","['O', 'Sb', 'Sr', 'Y']",2,[],[],3.0,4.0,2.0,,,,Sr2YSbO6,3.707299999999999,-3.095266208000001,0.0,5.517533632837783,290.0634833088896
10.1002/aenm.201500440,LiMn2O4,Fabrication of Materials: Stoichiometric LiMn2O4 ( <...> l cylinder and subjected to a pressure of 200 bar.,solid-state,2,"['Mn3O4', 'Li2CO3']","['C', 'Li', 'Mn', 'O']",8,"[750.0, 50.0, 750.0]","[0.5, 2.0]",2.0,4.0,8.0,750.0,2.5,-0.6685975768267571,LiMn2O4,0.42689999999999906,-2.0681063427422,0.0,4.039450477596829,148.65876347556787
10.1007/s10008-014-2603-z,Li2FeSiO4,Li2FeSiO4/C composites were synthesized via a refl <...> esized via the same process without ascorbic acid.,solid-state,3,"['FeC2O4·2H2O', 'CH3COOLi·2H2O', 'Si(OC2H5)4']","['C', 'Fe', 'H', 'Li', 'O', 'Si']",12,"[80.0, 50.0, 350.0, 650.0]","[24.0, 5.0, 10.0]",3.0,6.0,12.0,650.0,39.0,0.11978947191544384,Li2FeSiO4,3.123599999999999,-2.563266433645833,0.0,3.312314492741815,324.4764263891368
10.1038/srep02007,LiMn2O4,"LiMn2O4 nanowires were fabricated via a solid stat <...>  10 h in air, the LiMn2O4 nanowires were obtained.",solid-state,2,"['MnO2', 'LiOH']","['H', 'Li', 'Mn', 'O']",6,[750.0],[10.0],2.0,4.0,6.0,750.0,10.0,-0.768808516214502,LiMn2O4,0.42689999999999906,-2.0681063427422,0.0,4.039450477596829,148.65876347556787
10.1007/s11837-016-2060-5,Mg2Si,The synthesis of Mg2Si is challenging for a number <...> gnesium was used to compensate for its vapor loss.,solid-state,2,"['Si', 'Mg']","['Mg', 'Si']",1,[],[],2.0,2.0,1.0,,,,Mg2Si,0.21799999999999903,-0.10859876333333301,0.0,1.999337152211547,63.69904837788204
10.1007/s10853-011-6139-7,LiFePO4,The FePO4 was synthesized by a sol-gel combustion  <...> C for 8 h in a N2/H2 (90/10 in volume) atmosphere.,solid-state,3,"['Li2CO3', 'FePO4', 'NH4NO3']","['C', 'Fe', 'H', 'Li', 'N', 'O', 'P']",9,"[120.0, 700.0]",[8.0],3.0,7.0,9.0,700.0,8.0,-0.023435345716865362,LiFePO4,3.922399999999999,-2.4798960147108833,0.0,3.683145802977754,284.49838986332463
10.1007/s11244-016-0727-3,KFeO2,The samples of K2Fe22O34 ferrite were prepared by  <...> res of 800 °C for KFeO2 and 1200 °C for K2Fe22O34.,solid-state,2,"['K2CO3', 'Fe2O3']","['C', 'Fe', 'K', 'O']",3,"[1200.0, 800.0]",[],2.0,4.0,3.0,1200.0,,,KFeO2,2.1388,-1.73185696134375,0.0,3.362714362781847,1002.9626950383653
10.1007/s10854-009-9897-0,Mg2SiO4,The composites containing two individual phases fo <...> ined powders were identified by X-ray diffraction.,solid-state,2,"['SiO2', 'MgO']","['Mg', 'O', 'Si']",6,"[1150.0, 1350.0]","[2.0, 2.0]",2.0,3.0,6.0,1350.0,4.0,-0.5414533988765278,Mg2SiO4,4.6395,-3.213125702857142,0.0,3.235690304073053,288.8118045870756
10.1007/s10854-009-9897-0,Mg2Al4Si5O18,The composites containing two individual phases fo <...> ined powders were identified by X-ray diffraction.,solid-state,3,"['SiO2', 'MgO', 'Al2O3']","['Al', 'Mg', 'O', 'Si']",6,"[1150.0, 1350.0]","[2.0, 2.0]",3.0,4.0,6.0,1350.0,4.0,-0.2165240416575469,Mg2Al4Si5O18,4.9555,-3.330954054137932,0.0,2.424741037178116,801.1882934771554
10.1002/adfm.201500644,Li3VO4,Sample Preparation: All reagents in this experimen <...> s subsequently treated at 600 °C for 2 h under Ar.,solid-state,2,"['LiOH', 'V2O5']","['H', 'Li', 'O', 'V']",9,"[600.0, 55.0, 600.0]","[2.0, 10.0, 12.0, 2.0]",2.0,4.0,9.0,600.0,26.0,-0.6121157608023851,Li3VO4,4.0337,-2.502745246250001,0.0,2.697506855821678,167.1456517911135
10.1007/s10008-010-1044-6,LiV3O8,The compound LiV3O8 was prepared by the polymer pr <...>  °C for 13 h in air at a heating rate of 3 °C/min.,solid-state,2,"['Li2CO3', 'V2O5']","['C', 'Li', 'O', 'V']",10,"[100.0, 550.0, 680.0]","[2.0, 10.0, 13.0]",2.0,4.0,10.0,680.0,25.0,-0.5005483809956223,LiV3O8,1.7930000000000001,-2.343562962777778,0.0033483862500060003,3.5559253978868153,268.7558543641708
10.1007/s10562-014-1361-y,SrTiO3,"BiVO4 was synthesized by a homogeneous-precipitati <...> , 99.9%), and Rh2O3 (Wako pure chemical, 98-102%).",solid-state,2,"['SrCO3', 'TiO2']","['C', 'O', 'Sr', 'Ti']",9,[79.85000000000002],"[3.0, 72.0]",2.0,4.0,9.0,79.85000000000002,75.0,-0.7607388541163539,SrTiO3,1.848799999999999,-3.551662291666667,0.0,5.093987781835845,119.62507795144641
10.1039/b600529b,LiCoO2,The LiNi0.5-yMn0.5-yCo2yO2 samples with 0 ≤ 2y ≤ 0 <...> o0.33O2 and from 700 to 900 °C for LiNi0.5Co0.5O2.,solid-state,2,"['Co2', 'LiOH']","['Co', 'H', 'Li', 'O']",6,[900.0],[24.0],2.0,4.0,6.0,900.0,24.0,-0.6203777220573805,LiCoO2,0.6623,-1.745659770833334,0.0,5.121430775621985,31.733696867729034
10.1039/b002975k,NaFeO2,The various iron substituted lithium nickelate sam <...>  the exact departure from the ideal stoichiometry.,solid-state,3,"['Fe2O3', 'Na2O2', 'NH4OH']","['Fe', 'H', 'N', 'Na', 'O']",8,"[90.0, 110.0, 750.0, 800.0]","[15.0, 5.0, 15.0]",3.0,5.0,8.0,800.0,35.0,-0.18973556110516923,NaFeO2,1.9918999999999991,-1.797874432844827,0.0,4.371676734888313,42.09905783092161
10.1039/c5cy00128e,SrTiO3,"Strontium titanate doped with rhodium species (SrT <...> urce, according to the method reported previously.",solid-state,2,"['SrCO3', 'TiO2']","['C', 'O', 'Sr', 'Ti']",3,"[999.85, 599.85, 299.85]","[10.0, 2.0, 2.0]",2.0,4.0,3.0,999.85,14.0,-0.7866123617058923,SrTiO3,1.848799999999999,-3.551662291666667,0.0,5.093987781835845,119.62507795144641
10.1039/c3cy00014a,SrTiO3,Flux treatment using various kinds of molten salts <...> wed by 1273 K for 20 h with intermediate grinding.,solid-state,2,"['SrCO3', 'TiO2']","['C', 'O', 'Sr', 'Ti']",15,"[199.85000000000002, 999.85, 899.85]","[5.0, 1.0]",2.0,4.0,15.0,999.85,6.0,-0.04648941148749595,SrTiO3,1.848799999999999,-3.551662291666667,0.0,5.093987781835845,119.62507795144641
10.1039/c3nr04638a,Zn2GeO4,"All chemicals, including Zn(NO3)2·6H2O (AR, Aladdi <...> ng to our previous work and served as the control.",solid-state,3,"['Zn(NO3)2·6H2O', 'GeO2', 'H2O']","['Ge', 'H', 'N', 'O', 'Zn']",11,"[60.0, 250.0]","[0.5, 8.0, 8.0]",3.0,5.0,11.0,250.0,16.5,-0.41822503904824676,Zn2GeO4,2.2752,-1.9692918614285722,0.0,4.755174506972145,560.383815647266
10.1039/c7cp02276j,BaFe12O19,"BaFe12O19 nanostructures were prepared using a sol <...> ndard ferroelectric test unit (TF-2000, aix-ACCT).",solid-state,2,"['Ba(NO3)2', 'Fe(NO3)3·9H2O']","['Ba', 'Fe', 'H', 'N', 'O']",13,"[170.0, 450.0, 800.0, 1100.0, 1250.0]","[72.0, 2.0, 4.0, 2.0, 2.0]",2.0,5.0,13.0,1250.0,82.0,0.40397443254583987,BaFe12O19,1.2425,-1.7352961110937501,0.055359159999999005,5.011014687625418,736.6234424133885
10.1039/c3ta11338h,Li5AlO4,Li7La3Zr2O12 precursors were prepared by a sol-gel <...> n alumina crucible with one intermittent grinding.,solid-state,2,"['LiOH·H2O', 'Al(NO3)3·9H2O']","['Al', 'H', 'Li', 'N', 'O']",18,"[50.0, 250.0, 500.0, 700.0, 750.0]","[1.0, 2.0, 12.0, 12.0]",2.0,5.0,18.0,750.0,27.0,0.19882517940247912,Li5AlO4,4.662000000000001,-2.496202980041666,0.0,2.309591473156702,722.9102622621566
10.1039/c8tc00251g,Mg2TiO4,"As illustrated in Section 4.1, Mn4+ and Ti4+ prese <...> g phosphor Mg2TiO4:Mn4+ was successfully prepared.",solid-state,2,"['MgO', 'TiO2']","['Mg', 'O', 'Ti']",4,"[999.85, 1250.0]","[12.0, 6.0]",2.0,3.0,4.0,1250.0,18.0,-0.6811972784242769,Mg2TiO4,3.4044,-3.2730648479761912,0.0,3.549083421012811,300.33032294401676
10.1039/c004370b,Sr2FeSbO6,"Sr2FeMoO6, Sr2FeReO6 and Sr2FeWO6 were prepared in <...> g, was required to obtain a monophased perovskite.",solid-state,3,"['SrCO3', 'Sb2O3', 'Fe(NO3)3·6H2O']","['C', 'Fe', 'H', 'N', 'O', 'Sb', 'Sr']",8,"[1100.0, 1150.0]","[8.0, 12.0]",3.0,7.0,8.0,1150.0,20.0,0.2450911793889367,Sr2FeSbO6,1.6733,-2.523769741499999,0.0,5.775725886831556,258.08658305849883
10.1039/c2jm30962a,Li2MnO3,Li2MnO3 prepared by the solid-state method. For co <...> ors and the synthetic details are given elsewhere.,solid-state,2,"['LiOH·H2O', 'MnCO3']","['C', 'H', 'Li', 'Mn', 'O']",2,[],[],2.0,5.0,2.0,,,,Li2MnO3,1.368399999999999,-2.180112729932952,0.0,3.969588299469367,195.46738339598636
10.1039/c5cp02050f,KCa2Nb3O10,KCa2Nb3O10 was also prepared by a solid-state reac <...> was subject to proton-exchange in the same manner.,solid-state,3,"['Nb2O5', 'CaCO3', 'K2CO3']","['C', 'Ca', 'K', 'Nb', 'O']",7,"[849.85, 1149.85]","[1.0, 10.0]",3.0,5.0,7.0,1149.85,11.0,-0.12033613230521512,KCa2Nb3O10,2.1761,-3.153392547484374,0.004945568124973001,4.007698469555267,924.746947954503
10.1039/c1cy00199j,YFeO3,Fe2O3 and Y2O3 were used as starting materials to  <...> trategy although it is thermodynamically unstable.,solid-state,2,"['Y(NO3)3', 'Fe(NO3)3']","['Fe', 'N', 'O', 'Y']",0,[],[],2.0,4.0,0.0,,,,YFeO3,0.0,-2.821769901999999,0.008711735874999,5.066710990725307,252.68252178655933
10.1039/c4ta04341c,Li2FeSiO4,"Li2FeSiO4/C was synthesized by both nitrate sol-ge <...> 0 °C for 7 h, and the heating rate was 3 °C min-1.",solid-state,2,"['Li2SiO3', 'Fe2O3']","['Fe', 'Li', 'O', 'Si']",6,"[700.0, 700.0]","[1.0, 7.0]",2.0,4.0,6.0,700.0,8.0,-0.808277713265656,Li2FeSiO4,3.123599999999999,-2.563266433645833,0.0,3.312314492741815,324.4764263891368
10.1039/c6ta04611h,Na4Ti5O12,"In addition to Na2Ti3O7, the Na storage ability of <...> tanates as electrode materials in SIBs (Figure 6).",solid-state,2,"['TiO2', 'Na2Ti3O7']","['Na', 'O', 'Ti']",3,[],[],2.0,3.0,3.0,,,,Na4Ti5O12,2.4744,-3.107293959151615,0.0,3.72110954050869,233.51591589482908
10.1039/c6ta04611h,NaTiO2,"In addition to Na2Ti3O7, the Na storage ability of <...> tanates as electrode materials in SIBs (Figure 6).",solid-state,2,"['TiO2', 'Na2Ti3O7']","['Na', 'O', 'Ti']",3,[],[],2.0,3.0,3.0,,,,NaTiO2,0.0,-2.782783946178161,0.008145459961685001,4.023262100483207,42.45204183597924
10.1039/c5cy00979k,SrTiO3,The particles of SrTiO3:Rh(2%) were prepared via t <...> amples by means of in situ photodeposition method.,solid-state,2,"['SrCO3', 'TiO2']","['C', 'O', 'Sr', 'Ti']",13,"[80.0, 1000.0, 1000.0]","[1.0, 0.25, 3.0, 10.0, 10.0]",2.0,4.0,13.0,1000.0,24.25,-0.1062607816501722,SrTiO3,1.848799999999999,-3.551662291666667,0.0,5.093987781835845,119.62507795144641
10.1039/c2ta00700b,Li6Zr2O7,Traditional synthesis of Li2ZrO3via solid state re <...> ontrol the sizes and phases of the final products.,solid-state,2,"['Li2CO3', 'ZrO2']","['C', 'Li', 'O', 'Zr']",3,"[799.85, 599.85]",[],2.0,4.0,3.0,799.85,,,Li6Zr2O7,4.0047,-2.865416462333333,0.0,3.585106348610689,311.33817996894476
10.1039/c1jm11551k,LiFePO4,The samples were prepared using a sol-gel method.  <...> and lithium acetate (CH3COOLi·2H2O) as precursors.,solid-state,2,"['FePO4', 'CH3COOLi·2H2O']","['C', 'Fe', 'H', 'Li', 'O', 'P']",10,"[60.0, 80.0, -50.0, 650.0]",[7.0],2.0,6.0,10.0,650.0,7.0,-0.31990215350970463,LiFePO4,3.922399999999999,-2.4798960147108833,0.0,3.683145802977754,284.49838986332463
10.1039/c2ta00700b,Li2ZrO3,"Therefore, great efforts have been made in the dev <...> reaction and thus reduced CO2 absorption capacity.",solid-state,2,"['LiNO3', 'ZrO(NO3)2·2H2O']","['H', 'Li', 'N', 'O', 'Zr']",0,[],[],2.0,5.0,0.0,,,,Li2ZrO3,3.7336,-3.040215971111112,0.0,4.210744562000371,120.75560586356808
10.1039/c2ta00700b,Li6Zr2O7,"Therefore, great efforts have been made in the dev <...> reaction and thus reduced CO2 absorption capacity.",solid-state,2,"['LiNO3', 'ZrO(NO3)2·2H2O']","['H', 'Li', 'N', 'O', 'Zr']",0,[],[],2.0,5.0,0.0,,,,Li6Zr2O7,4.0047,-2.865416462333333,0.0,3.585106348610689,311.33817996894476
10.1039/c5dt03215f,Mg2GeSe4,The synthesis process of compound 3 is relatively  <...>  with the calculated result (Fig. S1c in the ESI).,solid-state,3,"['Se', 'Ge', 'MgSe']","['Ge', 'Mg', 'Se']",3,"[900.0, 500.0]",[30.0],3.0,3.0,3.0,900.0,30.0,-0.7328439729154645,Mg2GeSe4,1.493799999999999,-1.095587609910714,0.0,4.320046404839095,672.0344668586747
10.1039/c1jm11385b,SrTiO3,The Cr-doped SrTiO3 photocatalyst was synthesized  <...> intermediate milling according to previous report.,solid-state,3,"['SrCO3', 'Cr(NO3)3·9H2O', 'TiO2']","['C', 'Cr', 'H', 'N', 'O', 'Sr', 'Ti']",12,"[80.0, 140.0, 80.0, 1100.0]",[24.0],3.0,7.0,12.0,1100.0,24.0,0.48485476899787977,SrTiO3,1.848799999999999,-3.551662291666667,0.0,5.093987781835845,119.62507795144641
10.1039/c3ta15412b,LiMn2O4,"LiMn2O4 was synthesized via solid-state reactions. <...> cted at BL19B2, SPring-8, Sayo, Japan (2012B1574).",solid-state,2,"['MnCO3', 'Li2CO3']","['C', 'Li', 'Mn', 'O']",5,[800.0],[48.0],2.0,4.0,5.0,800.0,48.0,-0.6584137517487167,LiMn2O4,0.42689999999999906,-2.0681063427422,0.0,4.039450477596829,148.65876347556787
10.1039/b715679k,Li2SnO3,"Starting materials used were as follows: Li2CO3 (W <...> ed by X-ray powder diffraction (Rigaku, MiniFlex).",solid-state,2,"['Li2CO3', 'SnO2']","['C', 'Li', 'O', 'Sn']",3,[],[5.0],2.0,4.0,3.0,,5.0,,Li2SnO3,3.1283,-2.224686791527778,0.0,5.046885843499877,237.67296621645062
10.1039/c7ta01228d,SrTiO3,"Particles of H4WO5 were prepared according to the  <...> 00 W Xe lamp (Cermax LF-300F, λ > 400 nm) for 5 h.",solid-state,2,"['SrCO3', 'TiO2']","['C', 'O', 'Sr', 'Ti']",15,"[5.0, 40.0, 999.85, 799.85]","[0.5, 168.0, 10.0, 1.0]",2.0,4.0,15.0,999.85,179.5,0.604638803654377,SrTiO3,1.848799999999999,-3.551662291666667,0.0,5.093987781835845,119.62507795144641
10.1039/c0jm01971b,LiMn2O4,The layered Li-excess nickel-manganese oxide (LL2N <...> ually they were reheated again for 12 h at 750 °C.,solid-state,2,"['LiOH', 'MnO2']","['H', 'Li', 'Mn', 'O']",15,"[50.0, 120.0, 1000.0, 750.0, 750.0]","[24.0, 6.0, 4.0, 12.0]",2.0,4.0,15.0,1000.0,46.0,0.10372249371970406,LiMn2O4,0.42689999999999906,-2.0681063427422,0.0,4.039450477596829,148.65876347556787
10.1039/c5cp01095k,SrAl12O19,"Synthesis of SrAl12O19, Sr4Al14O25, SrAl2O4, Sr3Al <...> 0.5% or 1%, are all mole percent relative to Sr2+.",solid-state,2,"['Al2O3', 'SrCO3']","['Al', 'C', 'O', 'Sr']",2,[1000.0],[],2.0,4.0,2.0,1000.0,,,SrAl12O19,4.4592,-3.43836354,0.0023389965625,3.9176207956028133,606.4538801290765
10.1039/c5cp01095k,SrAl2O4,"Synthesis of SrAl12O19, Sr4Al14O25, SrAl2O4, Sr3Al <...> 0.5% or 1%, are all mole percent relative to Sr2+.",solid-state,2,"['Al2O3', 'SrCO3']","['Al', 'C', 'O', 'Sr']",2,[1000.0],[],2.0,4.0,2.0,1000.0,,,SrAl2O4,4.1419999999999995,-3.458835004642857,0.0,3.555923830251846,384.0068146842235
10.1039/b410437d,La2Mo2O9,"Pure La2Mo2O9 and (La0.95A0.05)2Mo2O9 with A = Na, <...> essary in order to avoid molybdenum oxide melting.",solid-state,2,"['La2O3', 'MoO3']","['La', 'Mo', 'O']",15,"[70.0, 500.0, 900.0, 700.0, 500.0]","[24.0, 24.0]",2.0,3.0,15.0,900.0,48.0,-0.08638673414200673,La2Mo2O9,3.0654999999999992,-2.793216375000001,0.04224886698718101,5.238428032012411,389.0666465397772
10.1016/j.jpcs.2018.03.005,ZnWO4,For a typical synthesis of ZnWO4 nanoparticles by  <...> and (NH4)10H2(W2O7) oxides are represented as SSM.,solid-state,2,"['ZnO', '(NH4)10H2(W2O7)']","['H', 'N', 'O', 'W', 'Zn']",11,"[90.0, 100.0, 500.0]","[2.0, 12.0, 2.0]",2.0,5.0,11.0,500.0,16.0,-0.4515256289416138,ZnWO4,3.2609,-2.055167530000002,0.0023725785416640003,7.865005453439968,132.27154637308448
10.1016/j.jnucmat.2013.02.060,Li2TiO3,India is involved in the preparation of LMT powder <...>  gel pebbles were calcined and sintered at 1273 K.,solid-state,2,"['Li2CO3', 'TiO2']","['C', 'Li', 'O', 'Ti']",12,"[899.85, 899.85, 999.85]",[24.0],2.0,4.0,12.0,999.85,24.0,-0.17147374303477533,Li2TiO3,3.0338,-2.981954403333334,0.0,3.46303787960749,210.4967018964505
10.1016/j.elecom.2007.01.058,LiMn2O4,Manganese dioxide hollow nanospheres were synthesi <...> io) at 470 °C for 12 h and 750 °C for 12 h in air.,solid-state,2,"['LiOH', 'MnO2']","['H', 'Li', 'Mn', 'O']",16,"[120.0, 70.0, 200.0]","[12.0, 12.0, 24.0]",2.0,4.0,16.0,200.0,48.0,-0.33600720023136577,LiMn2O4,0.42689999999999906,-2.0681063427422,0.0,4.039450477596829,148.65876347556787
10.1007/s11434-016-1139-2,EuAs,CsEuFe4As4 polycrystalline sample was synthesized  <...> hed after the high-temperature chemical reactions.,solid-state,2,"['As', 'Eu']","['As', 'Eu']",8,[874.85],[0.16666666666666666],2.0,2.0,8.0,874.85,0.16666666666666666,-0.8649182158320905,EuAs,0.0,-1.143880177916669,0.0,6.568276039019196,344.1564272367937
10.1016/j.cplett.2008.09.045,Y3Al5O12,Powder samples were prepared by emulsion synthesis <...> e of 1600 °C for 24 h with intermediate grindings.,solid-state,4,"['CeO2', 'Al(NO3)3·(H2O)9', 'Ce(NO3)3·(H2O)6', 'Y(NO3)3·(H2O)6']","['Al', 'Ce', 'H', 'N', 'O', 'Y']",11,"[90.0, 1600.0]","[48.0, 2.0, 24.0]",4.0,6.0,11.0,1600.0,74.0,0.9855077898659903,Y3Al5O12,4.5762,-3.675374461249997,0.0,4.559870632408558,864.696418388932
10.1016/j.materresbull.2004.07.025,Fe2WO6,"The ferroelectric PFWO ceramic sample was synthesi <...> 9865 and 3.9806 Å, respectively, reported in and .",solid-state,2,"['WO3', 'Fe2O3']","['Fe', 'O', 'W']",2,[],[],2.0,3.0,2.0,,,,Fe2WO6,0.0,-1.892219712777778,0.029880197361110004,6.532429651468397,398.1029524958542
10.1016/j.materresbull.2010.06.036,Ca2MnSbO6,"Ca2MSbO6 (M = Mn, Fe) oxides were synthesized in p <...> -1, in order to minimize the evaporation of Sb2O3.",solid-state,3,"['MnCO3', 'CaCO3', 'Sb2O3']","['C', 'Ca', 'Mn', 'O', 'Sb']",8,"[120.0, 500.0, 1200.0, 1150.0, 1150.0, 1100.0]","[12.0, 12.0, 8.0, 12.0]",3.0,5.0,8.0,1200.0,44.0,0.09974771267585947,Ca2MnSbO6,1.472899999999999,-2.609256500793104,0.005057323124995,4.811778773355341,487.0730565039011
10.1016/j.materresbull.2010.06.036,Ca2FeSbO6,"Ca2MSbO6 (M = Mn, Fe) oxides were synthesized in p <...> -1, in order to minimize the evaporation of Sb2O3.",solid-state,3,"['CaCO3', 'Sb2O3', 'Fe(NO3)3·9H2O']","['C', 'Ca', 'Fe', 'H', 'N', 'O', 'Sb']",8,"[120.0, 500.0, 1200.0, 1150.0, 1150.0, 1100.0]","[12.0, 12.0, 8.0, 12.0]",3.0,7.0,8.0,1200.0,44.0,0.3671241847001552,Ca2FeSbO6,1.4857,-2.54563916075,0.0,4.8619888213575475,483.28205134360906
10.1016/j.materresbull.2012.01.031,LaInO3,The polycrystalline ceramic powders of LaInO3 and  <...>  to be taken as co-precipitation prepared samples.,solid-state,2,"['In(NO3)3', 'La(NO3)3']","['In', 'La', 'N', 'O']",4,[100.0],[12.0],2.0,4.0,4.0,100.0,12.0,-1.305184559570369,LaInO3,2.7507,-2.9282917013333343,0.0067064522499980005,7.10934713351585,281.8940253530813
10.1016/j.materresbull.2012.11.069,LiLaTa2O7,Dion-Jacobson type layered perovskite LiLaTa2O7 wa <...> nducted inside a fume hood to avoid any biohazard.,solid-state,3,"['Ta2O5', 'La2O3', 'LiNO3']","['La', 'Li', 'N', 'O', 'Ta']",9,"[1000.0, 1100.0, 55.0]","[12.0, 30.0, 12.0]",3.0,5.0,9.0,1100.0,54.0,0.13752876993179447,LiLaTa2O7,2.2515,-3.375590276181817,0.07020928022727001,6.56110216715354,156.8485269174197
